subject,activity,Mean.tBodyAcc.mean...X,Mean.tBodyAcc.mean...Y,Mean.tBodyAcc.mean...Z,Mean.tGravityAcc.mean...X,Mean.tGravityAcc.mean...Y,Mean.tGravityAcc.mean...Z,Mean.tBodyAccJerk.mean...X,Mean.tBodyAccJerk.mean...Y,Mean.tBodyAccJerk.mean...Z,Mean.tBodyGyro.mean...X,Mean.tBodyGyro.mean...Y,Mean.tBodyGyro.mean...Z,Mean.tBodyGyroJerk.mean...X,Mean.tBodyGyroJerk.mean...Y,Mean.tBodyGyroJerk.mean...Z,Mean.tBodyAccMag.mean..,Mean.tGravityAccMag.mean..,Mean.tBodyAccJerkMag.mean..,Mean.tBodyGyroMag.mean..,Mean.tBodyGyroJerkMag.mean..,Mean.fBodyAcc.mean...X,Mean.fBodyAcc.mean...Y,Mean.fBodyAcc.mean...Z,Mean.fBodyAcc.meanFreq...X,Mean.fBodyAcc.meanFreq...Y,Mean.fBodyAcc.meanFreq...Z,Mean.fBodyAccJerk.mean...X,Mean.fBodyAccJerk.mean...Y,Mean.fBodyAccJerk.mean...Z,Mean.fBodyAccJerk.meanFreq...X,Mean.fBodyAccJerk.meanFreq...Y,Mean.fBodyAccJerk.meanFreq...Z,Mean.fBodyGyro.mean...X,Mean.fBodyGyro.mean...Y,Mean.fBodyGyro.mean...Z,Mean.fBodyGyro.meanFreq...X,Mean.fBodyGyro.meanFreq...Y,Mean.fBodyGyro.meanFreq...Z,Mean.fBodyAccMag.mean..,Mean.fBodyAccMag.meanFreq..,Mean.fBodyBodyAccJerkMag.mean..,Mean.fBodyBodyAccJerkMag.meanFreq..,Mean.fBodyBodyGyroMag.mean..,Mean.fBodyBodyGyroMag.meanFreq..,Mean.fBodyBodyGyroJerkMag.mean..,Mean.fBodyBodyGyroJerkMag.meanFreq..,Mean.tBodyAcc.std...X,Mean.tBodyAcc.std...Y,Mean.tBodyAcc.std...Z,Mean.tGravityAcc.std...X,Mean.tGravityAcc.std...Y,Mean.tGravityAcc.std...Z,Mean.tBodyAccJerk.std...X,Mean.tBodyAccJerk.std...Y,Mean.tBodyAccJerk.std...Z,Mean.tBodyGyro.std...X,Mean.tBodyGyro.std...Y,Mean.tBodyGyro.std...Z,Mean.tBodyGyroJerk.std...X,Mean.tBodyGyroJerk.std...Y,Mean.tBodyGyroJerk.std...Z,Mean.tBodyAccMag.std..,Mean.tGravityAccMag.std..,Mean.tBodyAccJerkMag.std..,Mean.tBodyGyroMag.std..,Mean.tBodyGyroJerkMag.std..,Mean.fBodyAcc.std...X,Mean.fBodyAcc.std...Y,Mean.fBodyAcc.std...Z,Mean.fBodyAccJerk.std...X,Mean.fBodyAccJerk.std...Y,Mean.fBodyAccJerk.std...Z,Mean.fBodyGyro.std...X,Mean.fBodyGyro.std...Y,Mean.fBodyGyro.std...Z,Mean.fBodyAccMag.std..,Mean.fBodyBodyAccJerkMag.std..,Mean.fBodyBodyGyroMag.std..,Mean.fBodyBodyGyroJerkMag.std..,Std.tBodyAcc.mean...X,Std.tBodyAcc.mean...Y,Std.tBodyAcc.mean...Z,Std.tGravityAcc.mean...X,Std.tGravityAcc.mean...Y,Std.tGravityAcc.mean...Z,Std.tBodyAccJerk.mean...X,Std.tBodyAccJerk.mean...Y,Std.tBodyAccJerk.mean...Z,Std.tBodyGyro.mean...X,Std.tBodyGyro.mean...Y,Std.tBodyGyro.mean...Z,Std.tBodyGyroJerk.mean...X,Std.tBodyGyroJerk.mean...Y,Std.tBodyGyroJerk.mean...Z,Std.tBodyAccMag.mean..,Std.tGravityAccMag.mean..,Std.tBodyAccJerkMag.mean..,Std.tBodyGyroMag.mean..,Std.tBodyGyroJerkMag.mean..,Std.fBodyAcc.mean...X,Std.fBodyAcc.mean...Y,Std.fBodyAcc.mean...Z,Std.fBodyAcc.meanFreq...X,Std.fBodyAcc.meanFreq...Y,Std.fBodyAcc.meanFreq...Z,Std.fBodyAccJerk.mean...X,Std.fBodyAccJerk.mean...Y,Std.fBodyAccJerk.mean...Z,Std.fBodyAccJerk.meanFreq...X,Std.fBodyAccJerk.meanFreq...Y,Std.fBodyAccJerk.meanFreq...Z,Std.fBodyGyro.mean...X,Std.fBodyGyro.mean...Y,Std.fBodyGyro.mean...Z,Std.fBodyGyro.meanFreq...X,Std.fBodyGyro.meanFreq...Y,Std.fBodyGyro.meanFreq...Z,Std.fBodyAccMag.mean..,Std.fBodyAccMag.meanFreq..,Std.fBodyBodyAccJerkMag.mean..,Std.fBodyBodyAccJerkMag.meanFreq..,Std.fBodyBodyGyroMag.mean..,Std.fBodyBodyGyroMag.meanFreq..,Std.fBodyBodyGyroJerkMag.mean..,Std.fBodyBodyGyroJerkMag.meanFreq..,Std.tBodyAcc.std...X,Std.tBodyAcc.std...Y,Std.tBodyAcc.std...Z,Std.tGravityAcc.std...X,Std.tGravityAcc.std...Y,Std.tGravityAcc.std...Z,Std.tBodyAccJerk.std...X,Std.tBodyAccJerk.std...Y,Std.tBodyAccJerk.std...Z,Std.tBodyGyro.std...X,Std.tBodyGyro.std...Y,Std.tBodyGyro.std...Z,Std.tBodyGyroJerk.std...X,Std.tBodyGyroJerk.std...Y,Std.tBodyGyroJerk.std...Z,Std.tBodyAccMag.std..,Std.tGravityAccMag.std..,Std.tBodyAccJerkMag.std..,Std.tBodyGyroMag.std..,Std.tBodyGyroJerkMag.std..,Std.fBodyAcc.std...X,Std.fBodyAcc.std...Y,Std.fBodyAcc.std...Z,Std.fBodyAccJerk.std...X,Std.fBodyAccJerk.std...Y,Std.fBodyAccJerk.std...Z,Std.fBodyGyro.std...X,Std.fBodyGyro.std...Y,Std.fBodyGyro.std...Z,Std.fBodyAccMag.std..,Std.fBodyBodyAccJerkMag.std..,Std.fBodyBodyGyroMag.std..,Std.fBodyBodyGyroJerkMag.std..
5,STANDING,0.282544391,-0.007004186,-0.102171096,0.960188699,-0.038710127,0.138638437,0.072518986,-0.002219902,-0.012281222,-0.03227119,-0.050987505,0.069094576,-0.092224986,-0.039910819,-0.042222134,-0.906104701,-0.906104701,-0.956863566,-0.900671631,-0.958405901,-0.964500917,-0.890796361,-0.915083799,-0.016406678,-0.008944132,-0.028287523,-0.963059235,-0.931370209,-0.958438727,0.150463078,-0.143681805,-0.033363702,-0.909661802,-0.939373524,-0.907190837,-0.178598411,-0.162944927,-0.109180364,-0.904641393,-0.016942232,-0.941825903,0.140971601,-0.904543922,-0.157768871,-0.952286438,-0.039313597,-0.968591816,-0.869439913,-0.869327322,-0.974088206,-0.931973943,-0.914608496,-0.96264708,-0.931217141,-0.963832119,-0.910395222,-0.933738104,-0.907471556,-0.941930044,-0.961177742,-0.944755343,-0.879773801,-0.879773801,-0.942962048,-0.867041712,-0.947970724,-0.970668409,-0.867933178,-0.858231388,-0.965778921,-0.936202601,-0.968072301,-0.912780916,-0.931857811,-0.916789356,-0.886745171,-0.94360196,-0.868913994,-0.946196463,0.034810229,0.045538779,0.067411035,0.013181117,0.041234467,0.054917171,0.019434513,0.059929149,0.076066624,0.049526152,0.105670666,0.073501892,0.037022125,0.02622307,0.041794399,0.114092538,0.114092538,0.033813993,0.100311467,0.03693357,0.042501444,0.103383907,0.084752937,0.225060551,0.250846303,0.34281838,0.040226077,0.044991885,0.031769094,0.181578246,0.259407009,0.257222405,0.085466401,0.063807527,0.086801146,0.298323163,0.271819054,0.288835614,0.099908157,0.270756397,0.049407735,0.257556818,0.095967485,0.306766451,0.048793319,0.326339939,0.041265679,0.158638874,0.148863164,0.053940428,0.139883187,0.128776858,0.038910166,0.045607694,0.027611219,0.108718259,0.070492277,0.088801757,0.046715038,0.044189176,0.048442208,0.151352811,0.151352811,0.048402068,0.148943691,0.055098424,0.04109116,0.172752803,0.16666861,0.033992935,0.043421493,0.023613775,0.11311167,0.07483311,0.082340944,0.151106561,0.047619891,0.155564653,0.059158183
5,WALKING,0.277842346,-0.017285032,-0.107741776,0.97262496,-0.100440285,0.002476236,0.084588883,-0.01631941,8.32E-05,-0.04889199,-0.069013525,0.08154355,-0.088840836,-0.044955953,-0.04826796,-0.158338674,-0.158338674,-0.288333024,-0.355933084,-0.444532485,-0.287782607,0.009460378,-0.490251091,-0.322382011,-0.002040511,0.024738973,-0.344954806,-0.181055554,-0.590496616,-0.359372578,-0.534049823,-0.344150925,-0.37266875,-0.513951718,-0.213127031,-0.045860194,-0.019186012,0.167457819,-0.304992489,0.149852522,-0.269481661,-0.004972878,-0.484262829,0.25062061,-0.548053575,0.052733013,-0.294098534,0.076748403,-0.457021436,-0.979348381,-0.961585475,-0.964580804,-0.302891025,-0.091039743,-0.612895319,-0.490877498,-0.50462203,-0.318700615,-0.357681403,-0.571438124,-0.157682544,-0.377178733,-0.377178733,-0.282242277,-0.492176824,-0.489199746,-0.297517355,0.042602683,-0.483059957,-0.32139032,-0.05452136,-0.633429996,-0.52939279,-0.502683381,-0.420367075,-0.519636926,-0.305685376,-0.589741507,-0.455665301,0.050786291,0.024301659,0.023681508,0.005145238,0.038334037,0.024672985,0.257387867,0.289513004,0.160871491,0.114150336,0.052179497,0.045582414,0.152498348,0.113054202,0.127459765,0.113738101,0.113738101,0.101371674,0.073497029,0.072603828,0.134142919,0.089646948,0.0897712,0.151414174,0.139893824,0.170250058,0.120428229,0.078329491,0.100369427,0.089635396,0.132660698,0.159240915,0.102723956,0.064876348,0.081963768,0.115407792,0.131900138,0.112908132,0.108721101,0.108481475,0.098764208,0.152155551,0.060728681,0.179984898,0.069139789,0.137218539,0.142228496,0.092610206,0.05709373,0.009654417,0.048463122,0.023623291,0.135157327,0.090131147,0.094683075,0.069038621,0.063931157,0.068019154,0.096812619,0.080370751,0.100682575,0.079627099,0.079627099,0.082184565,0.061961539,0.081126369,0.150153272,0.097916774,0.046515309,0.143930262,0.113243087,0.09219442,0.064793542,0.065231814,0.065884939,0.055545394,0.084789193,0.067510312,0.09695781
5,WALKING_DOWNSTAIRS,0.293543927,-0.008501075,-0.100319931,0.956649353,-0.060757832,0.021677791,0.1096506,0.013761823,0.021339766,-0.06829457,-0.0707806,0.080655999,-0.110149008,-0.070829659,-0.039965694,0.211138854,0.211138854,-0.063752856,-0.218029835,-0.397195621,0.098432009,0.079228069,-0.37474009,-0.453524501,0.036366239,-0.004372204,-0.036801215,-0.056803296,-0.491979946,-0.350911622,-0.470994737,-0.303523361,-0.295345101,-0.382483075,-0.034175028,-0.008922866,-0.007642421,0.211555807,0.155742169,-0.013705507,0.009183943,0.110968065,-0.349338415,0.204633758,-0.453697247,0.072381509,0.27504611,0.090763076,-0.325891435,-0.950490939,-0.912363421,-0.927192733,0.03224155,0.047361231,-0.522651638,-0.460646845,-0.409134149,-0.227869042,-0.411302217,-0.514591487,-0.034421747,0.205422376,0.205422376,-0.029257051,-0.360678305,-0.450303212,0.336554725,0.026826988,-0.35339785,0.011055933,0.09017201,-0.551178075,-0.514940941,-0.431552775,-0.374705187,0.042853362,-0.0897357,-0.484141274,-0.487128423,0.1026781,0.033125407,0.037399531,0.014296173,0.051936708,0.018614755,0.31625137,0.210415122,0.13342675,0.332304105,0.099397322,0.054219152,0.263086398,0.164359684,0.177236446,0.116885793,0.116885793,0.125989035,0.082233417,0.05858804,0.117916315,0.195382207,0.08168316,0.139208332,0.110275554,0.114278165,0.119087956,0.152152584,0.085208952,0.115057954,0.147929425,0.136955125,0.157325425,0.076321489,0.136033997,0.17326658,0.117239716,0.103990615,0.122321024,0.093731498,0.121881005,0.133240963,0.117223095,0.121212578,0.089578704,0.177847362,0.118160135,0.194142288,0.067431238,0.024212962,0.039690108,0.04427515,0.137457716,0.165613356,0.086902239,0.140809238,0.065907382,0.101785336,0.101749223,0.077939231,0.149657662,0.104930334,0.104930334,0.111115993,0.128007891,0.104558376,0.136444608,0.187288355,0.069429662,0.160244417,0.180619858,0.091468151,0.141271457,0.068841688,0.084605146,0.100170897,0.129324696,0.123143773,0.127466629
5,WALKING_UPSTAIRS,0.26845947,-0.032526976,-0.107471454,0.936821835,-0.265942569,-0.023203536,0.079544348,0.014013036,-0.025590953,0.039519112,-0.117195552,0.042444282,-0.143029686,-0.055989578,-0.05348954,0.043556202,0.043556202,-0.247403477,-0.235516929,-0.473488168,-0.16148534,0.072890316,-0.457470677,-0.427706137,-0.122487324,-0.135264616,-0.28972547,-0.196817921,-0.606717465,-0.397835581,-0.57700936,-0.339640933,-0.263615096,-0.516609047,-0.139801393,-0.061580336,-0.138063832,0.060813284,-0.169261525,-0.020494854,-0.264674939,0.1245133,-0.392564531,-0.023400199,-0.571344139,0.005786311,-0.045723778,0.185022459,-0.308938979,-0.953579969,-0.90051172,-0.92141958,-0.223896564,-0.125026613,-0.638369032,-0.443342262,-0.440345826,-0.265451333,-0.305245202,-0.631822048,-0.282154378,-0.136736384,-0.136736384,-0.310186546,-0.35468787,-0.557988066,-0.004738197,0.165037631,-0.289256659,-0.225327843,-0.105311153,-0.668825711,-0.50168558,-0.403486393,-0.380378007,-0.254091927,-0.378616676,-0.440445052,-0.57248502,0.095308617,0.047659178,0.031795572,0.018278443,0.052121739,0.011741814,0.287083141,0.28211022,0.162348912,0.323061319,0.168809001,0.075938245,0.154729121,0.092409453,0.212619527,0.085162753,0.085162753,0.076842185,0.081195672,0.048420214,0.119358558,0.142919872,0.080485152,0.139962841,0.142289811,0.165356538,0.081201862,0.112050917,0.078924011,0.112432603,0.130208026,0.13458735,0.111169042,0.056259734,0.103717805,0.129311607,0.109498123,0.159938529,0.086662613,0.095088659,0.086484088,0.141570397,0.067632602,0.099786203,0.05038314,0.128173343,0.083754111,0.125203551,0.07412672,0.03696185,0.118894,0.075137435,0.080551399,0.111995021,0.065937339,0.104157341,0.061548952,0.081871848,0.079206731,0.048251911,0.085435869,0.086991981,0.086991981,0.077268401,0.083844718,0.055461011,0.079104362,0.122164997,0.089270359,0.086136779,0.115549712,0.057636009,0.106315627,0.078117223,0.079277994,0.084237143,0.081701942,0.087591984,0.069493995
6,LAYING,0.24865652,-0.010252917,-0.13311957,-0.476709879,0.956593814,0.175867709,0.096348196,-0.001145292,0.003288173,-0.007960503,-0.107218315,0.179102058,-0.111267285,-0.042410429,-0.071777474,-0.918878851,-0.918878851,-0.954750505,-0.908980175,-0.955645738,-0.939114254,-0.923706791,-0.938044912,-0.219729934,0.348418746,0.161457928,-0.967072437,-0.93604342,-0.954425845,0.011473189,-0.022202946,0.078468403,-0.93543977,-0.941771544,-0.932636613,0.102549066,0.02365678,0.044522554,-0.912351652,0.144605087,-0.948655471,0.182525078,-0.930153639,0.119317523,-0.953695957,0.163765319,-0.934049422,-0.924644826,-0.9252161,-0.88774631,-0.959161956,-0.928130738,-0.966341055,-0.933674494,-0.959646055,-0.955378225,-0.943634949,-0.939141879,-0.939611608,-0.95862882,-0.959579072,-0.897326246,-0.897326246,-0.950341934,-0.920914497,-0.953157002,-0.932462941,-0.92971122,-0.924004748,-0.968619159,-0.935717453,-0.963567541,-0.962164979,-0.945365098,-0.947136774,-0.90537398,-0.951552664,-0.92869489,-0.955504655,0.182203788,0.032706787,0.046721732,0.06436898,0.04578141,0.170870489,0.102873833,0.070477234,0.050263309,0.064853146,0.113533731,0.22764022,0.031645206,0.035530157,0.041738027,0.156287548,0.156287548,0.053710116,0.13242639,0.047427912,0.132713013,0.126599648,0.084363729,0.209636913,0.170488852,0.258666661,0.033256672,0.07301868,0.053879679,0.211757197,0.156514896,0.189751869,0.078385711,0.057092768,0.079014374,0.229744044,0.177959972,0.175330584,0.205302524,0.230138523,0.06010054,0.215043036,0.074672204,0.217310506,0.050182119,0.209366634,0.151948665,0.152057089,0.111735232,0.319947214,0.140541658,0.120444071,0.033969003,0.078467041,0.049316801,0.052143632,0.054484238,0.069359047,0.078585408,0.036971589,0.050236008,0.259192821,0.259192821,0.058826875,0.08997481,0.050466308,0.159117714,0.154864715,0.11725404,0.031787862,0.07949304,0.044988114,0.043461402,0.052674775,0.059778594,0.244579028,0.057307803,0.08528627,0.047638928
6,SITTING,0.276778487,-0.014591162,-0.110127729,0.933692935,0.068262866,0.069521966,0.075472164,2.56E-06,0.006237278,-0.037244228,-0.08990833,0.085434601,-0.093669352,-0.03339867,-0.046550431,-0.949543531,-0.949543531,-0.962733502,-0.932703812,-0.962929228,-0.975351455,-0.928264365,-0.935798115,0.003046954,0.12338183,0.08184553,-0.97103748,-0.947070821,-0.954199786,0.099940062,-0.150934459,-0.091348467,-0.939671401,-0.943857393,-0.934764895,0.139409517,-0.129239218,0.043810363,-0.935750391,0.128902046,-0.948348654,0.17184452,-0.929725679,0.046173584,-0.952034566,0.121846502,-0.980164934,-0.923682131,-0.925797097,-0.988872369,-0.960875995,-0.955475832,-0.969929476,-0.945143686,-0.958572953,-0.957367682,-0.944130045,-0.939681351,-0.943714805,-0.961780726,-0.958787671,-0.931572656,-0.931572656,-0.948181828,-0.921259473,-0.950150572,-0.982451285,-0.925676956,-0.925768476,-0.971488767,-0.946880042,-0.961636555,-0.963407047,-0.94490147,-0.947326798,-0.939547203,-0.9473047,-0.929549142,-0.951196693,0.00981744,0.02407775,0.031474384,0.035130151,0.132095328,0.160311517,0.015575122,0.043970001,0.046751749,0.048420423,0.041555417,0.111387825,0.022639288,0.031466571,0.030438205,0.050930196,0.050930196,0.027969707,0.071631286,0.029347674,0.022169809,0.075924377,0.056737102,0.158804623,0.257512901,0.22751185,0.023496904,0.04662287,0.039862221,0.178684924,0.217212817,0.212858866,0.057153395,0.048245865,0.077411684,0.22126033,0.186292932,0.26048363,0.071200397,0.244095959,0.051753946,0.288180645,0.071766057,0.220374864,0.052329147,0.280663238,0.017885521,0.087178526,0.064773508,0.020560646,0.071132241,0.055958477,0.023937251,0.049498452,0.038034732,0.04056545,0.045387061,0.070344762,0.05829201,0.030246194,0.053419818,0.08357647,0.08357647,0.056816328,0.083166442,0.056706949,0.015968642,0.087704514,0.064935683,0.022481158,0.049665474,0.03668455,0.035468007,0.043614187,0.061945652,0.077398439,0.062915483,0.077364002,0.058685537
6,STANDING,0.280346249,-0.018123633,-0.112172832,0.945139004,-0.230251036,0.013919347,0.07306996,0.00871884,-0.004817122,-0.028251913,-0.058982364,0.076739475,-0.103292534,-0.04288283,-0.050643219,-0.945022876,-0.945022876,-0.967102436,-0.939404744,-0.963406223,-0.977100287,-0.930336472,-0.942864017,0.066452177,-0.086631998,0.020881508,-0.973480539,-0.951405465,-0.963743518,0.186559227,-0.251013912,-0.071533989,-0.931612384,-0.943273146,-0.943239602,-0.114716166,-0.195978463,-0.077874719,-0.945949804,0.037354219,-0.955914005,0.190943682,-0.926664297,-0.07011969,-0.955425138,0.027625265,-0.98175816,-0.921493192,-0.925692372,-0.985583067,-0.968449101,-0.942795062,-0.973132636,-0.949362277,-0.967547242,-0.947561299,-0.942486586,-0.947782156,-0.946423593,-0.962422164,-0.962758177,-0.93931025,-0.93931025,-0.956099146,-0.915891573,-0.952536234,-0.984067374,-0.921449111,-0.922067224,-0.975235678,-0.95068145,-0.969895846,-0.952817395,-0.942539174,-0.954455702,-0.944564108,-0.955381579,-0.923108762,-0.952088499,0.02474172,0.016066873,0.040034549,0.019339083,0.045853274,0.133945839,0.01544775,0.019800092,0.04081593,0.015084332,0.069517678,0.043492093,0.032376118,0.01909055,0.027652764,0.051911456,0.051911456,0.029722729,0.050515468,0.033303072,0.0251631,0.059139741,0.054206297,0.135502549,0.196014141,0.24668062,0.026504371,0.044831393,0.034046987,0.153802034,0.234968846,0.202196647,0.073904574,0.0567962,0.048254908,0.213487657,0.213425734,0.230904324,0.054120092,0.231466541,0.046470348,0.277534885,0.079878703,0.224031507,0.049483232,0.287617089,0.021305697,0.066429688,0.071117838,0.035610783,0.043805255,0.070871744,0.026090966,0.049450937,0.031058863,0.053375799,0.056473171,0.038083895,0.06225678,0.03670456,0.035734315,0.066097815,0.066097815,0.047597254,0.095567979,0.05560531,0.019711995,0.066471882,0.074833187,0.02332278,0.051521206,0.028221147,0.046985398,0.056116683,0.031308547,0.062219422,0.04924555,0.089845641,0.059350643
6,WALKING,0.283658868,-0.016895419,-0.110303166,0.958067455,-0.214694852,0.033188883,0.069958588,-0.016483172,-0.007389312,-0.025509619,-0.074446247,0.08388088,-0.087889109,-0.036230897,-0.053959728,-0.166840714,-0.166840714,-0.195117026,-0.281207841,-0.321290483,-0.187934323,0.140781622,-0.498520164,-0.196841737,0.022073419,0.185107042,-0.150942918,-0.075374232,-0.541438616,-0.178295181,-0.466305754,-0.104129449,-0.239650711,-0.341378429,-0.203575459,0.091240973,0.041626754,0.30287495,-0.201386608,0.200090364,-0.055401423,-0.009228846,-0.329681123,0.293109613,-0.366500534,0.100924732,-0.296538717,0.164213885,-0.504324207,-0.977779896,-0.964248568,-0.957205026,-0.132784767,0.008088974,-0.575777466,-0.446020953,-0.331702268,-0.383139335,-0.182600934,-0.416390246,-0.166684422,-0.266734167,-0.266734167,-0.070602965,-0.365602917,-0.364708342,-0.34522769,0.101699642,-0.550474622,-0.192694694,0.031445068,-0.608624354,-0.515323854,-0.332008707,-0.512209234,-0.421683094,-0.09649997,-0.510648323,-0.408078906,0.056855135,0.024445225,0.02394191,0.00816141,0.020822147,0.01594455,0.245217382,0.336428023,0.138009084,0.115309267,0.065264997,0.035992457,0.177450966,0.187831856,0.186223075,0.063878541,0.063878541,0.092890044,0.085672364,0.170157777,0.09298273,0.135715267,0.141487848,0.129712946,0.140589142,0.285568809,0.106662002,0.128110048,0.193864581,0.115866361,0.121049696,0.213352646,0.175392324,0.122803588,0.155448839,0.187070674,0.165198562,0.149747159,0.100720109,0.102361391,0.136834712,0.113327843,0.161276576,0.19402844,0.19166929,0.12803424,0.065904913,0.109671993,0.098052905,0.011140399,0.032047442,0.028495792,0.105856317,0.130803823,0.187145478,0.09891827,0.094109422,0.109071076,0.215179922,0.170349207,0.212738283,0.081575572,0.081575572,0.115451774,0.128072573,0.194482933,0.063579519,0.101122912,0.067521175,0.105274373,0.138876787,0.182836366,0.086509649,0.083700495,0.082890492,0.071191178,0.103573657,0.091485417,0.188655807
6,WALKING_DOWNSTAIRS,0.277045258,-0.01953684,-0.107209356,0.928531455,-0.214046334,-0.003079817,0.103681344,0.009876858,-0.009324706,-0.096083744,-0.034178221,0.08700126,-0.025645223,-0.076808992,-0.037222865,0.333754731,0.333754731,0.103845072,0.014267782,-0.082936685,0.328308506,0.339771174,-0.277602591,-0.411649336,0.021911178,0.306253166,0.136554991,0.137202452,-0.283086205,-0.315757695,-0.484343661,-0.034825425,0.063371605,-0.130327466,0.152845249,0.001504466,0.151125875,0.302963643,0.395958035,0.106479482,0.243834259,-0.001606595,-0.014373543,0.230693028,-0.132705384,0.036946297,0.38368164,0.360164959,-0.320204233,-0.954406268,-0.933577601,-0.934378766,0.165271071,0.27654403,-0.336817322,-0.198303853,-0.18922957,-0.094079793,0.039338796,-0.193508405,0.193206499,0.373611914,0.373611914,0.209502174,-0.042627675,-0.111228416,0.403369767,0.283247838,-0.406014311,0.08865151,0.341242393,-0.389057047,-0.286724915,-0.235470976,-0.275667263,0.144622757,0.154808861,-0.242353857,-0.145733545,0.119287229,0.030748009,0.043435238,0.01254834,0.026252364,0.020339545,0.437932186,0.3299003,0.199087626,0.341506196,0.196997045,0.073860608,0.186945909,0.162311776,0.207275534,0.080636193,0.080636193,0.136207554,0.183398455,0.237187284,0.097748222,0.178097381,0.276805731,0.116511782,0.122452122,0.249108059,0.1077847,0.157849913,0.339563212,0.117959615,0.116978622,0.169301358,0.300636269,0.212512747,0.159358686,0.225155668,0.127311604,0.124468324,0.129878417,0.089316195,0.163637781,0.155430978,0.27348935,0.209123467,0.276591232,0.173521553,0.080349033,0.160444377,0.228567593,0.02194616,0.028142466,0.031300154,0.099319742,0.189955445,0.317309982,0.250494941,0.227459543,0.117383925,0.339135475,0.260933605,0.228192,0.094669603,0.094669603,0.173756277,0.256536091,0.280131133,0.097737232,0.153142553,0.18243998,0.109788844,0.225402073,0.29856582,0.249203875,0.240602327,0.097589087,0.090294362,0.201631338,0.228514384,0.27083264
6,WALKING_UPSTAIRS,0.268229355,-0.027242539,-0.122082439,0.913632242,-0.340732609,-0.018460896,0.07210675,0.003713434,-0.002378166,-0.076740683,-0.051898199,0.066423403,-0.065202449,-0.045770535,-0.057680005,0.017779097,0.017779097,-0.207379799,-0.129121244,-0.342895368,-0.131075373,0.09780351,-0.4272481,-0.445120587,-0.094883003,-0.066786791,-0.24481277,-0.122991594,-0.549314616,-0.441959116,-0.50117034,-0.401683802,-0.115065008,-0.32965378,-0.046414211,-0.055914015,-0.129471191,0.010292767,-0.08194794,-0.014015435,-0.169868234,-0.061237841,-0.230627015,0.014480732,-0.459236334,0.028505384,-0.050135019,0.189276117,-0.353519515,-0.959399425,-0.912900683,-0.906196352,-0.180301156,-0.041399465,-0.560830688,-0.321973724,-0.315799902,-0.183900182,-0.186763294,-0.486494121,-0.170814791,-0.079150884,-0.079150884,-0.169970363,-0.19989371,-0.440079851,-0.021133563,0.159123777,-0.365874184,-0.186815074,-0.016981141,-0.571673957,-0.390248128,-0.313618571,-0.309998085,-0.222161434,-0.177734841,-0.318173893,-0.455937719,0.066541177,0.03833466,0.042472955,0.018105966,0.035169901,0.027142995,0.263193168,0.234773482,0.171532741,0.296662034,0.215071878,0.064479972,0.256306419,0.19943227,0.205231615,0.056047963,0.056047963,0.092907448,0.121722883,0.153515299,0.082756889,0.124900979,0.158971512,0.135636105,0.148826734,0.176013898,0.081438926,0.122348259,0.161309134,0.13799683,0.124550089,0.144883062,0.194740392,0.174130795,0.121903087,0.18030531,0.167597357,0.145231708,0.107349834,0.111096172,0.118369467,0.158508249,0.184328806,0.113454142,0.156906071,0.108010572,0.050149109,0.08851718,0.133399229,0.02445321,0.057568761,0.049800976,0.081847836,0.127601917,0.17176587,0.162760455,0.162126333,0.088071788,0.226491817,0.162954621,0.131667541,0.092240405,0.092240405,0.122085481,0.180284767,0.169741556,0.055360931,0.081921958,0.115836755,0.089742545,0.139251439,0.184505003,0.162278824,0.159653812,0.075200725,0.084268874,0.145710844,0.152062444,0.179304542
